centro,almacen,material,descripcion,lote,f_prod,stock,un,un_pallet,f_caja,cajas,pallets,camiones,bloqueado,control_calidad
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F18PJNTJ,18.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F18PJNTK,18.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTA,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTB,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTC,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTD,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTE,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F19PJNTF,19.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F20TJNTA,20.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F20TJNTB,20.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F20TJNTC,20.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F20TJNTD,20.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F21TJNTA,21.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F21TJNTB,21.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F21TJNTC,21.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F21TJNTD,21.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F24TJNTA,24.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTA,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTB,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTC,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTD,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTE,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F25TJNTF,25.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTA,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTB,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTC,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTD,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTE,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F26TJNTF,26.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTA,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTB,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTC,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTD,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTE,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F27TJNTF,27.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F28TJNTA,28.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F28TJNTB,28.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F29TJNTA,29.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F29TJNTB,29.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F29TJNTC,29.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F29TJNTD,29.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F29TJNTE,29.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTA,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTB,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTC,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTD,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTE,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20F30TJNTF,30.06.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G01TJNTA,01.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G01TJNTB,01.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G01TJNTC,01.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G01TJNTD,01.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTA,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTB,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTC,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTD,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTE,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G02TJNTF,02.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G03TJNTA,03.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G03TJNTB,03.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G03TJNTC,03.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G03TJNTD,03.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTA,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTB,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTC,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTD,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTE,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTF,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G04TJNTG,04.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G06PJNTA,06.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G06TJNTA,06.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G07TJNTA,07.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G08TJNTA,08.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G08TJNTB,08.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G08TJNTC,08.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G08TJNTD,08.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G08TJNTE,08.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G09TJNTA,09.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G09TJNTB,09.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G09TJNTC,09.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G09TJNTD,09.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G09TJNTE,09.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTA,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTB,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTC,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTD,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTE,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G10TJNTF,10.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTA,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTB,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTC,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTD,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTE,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G11TJNTF,11.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G14TJNTA,14.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G14TJNTB,14.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G14TJNTC,14.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G15TJNTA,15.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G15TJNTB,15.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G15TJNTC,15.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G15TJNTD,15.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G16JNTTA,16.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G16TJNTA,16.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G16TJNTB,16.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G16TJNTC,16.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G16TJNTD,16.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G17OJNTA,17.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G17OJNTB,17.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G17TJNTA,17.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G17TJNTB,17.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G19PJNTA,19.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20G19PJNTB,19.07.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H08TJNTA,08.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H08TJNTB,08.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H08TJNTC,08.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H08TJNTD,08.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H08TJNTE,08.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTA,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTB,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTC,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTD,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTE,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H10TJNTF,10.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTA,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTB,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTC,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTD,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTE,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTF,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H15JNTTG,15.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20H16JNTTA,16.08.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L11TJNTA,11.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L12TJNTA,12.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L12TJNTB,12.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L12TJNTC,12.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L14TJNTA,14.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L14TJNTB,14.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L14TJNTC,14.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L14TJNTD,14.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L14TJNTE,14.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L15TJNTA,15.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L15TJNTB,15.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L15TJNTC,15.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L15TJNTD,15.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L15TJNTE,15.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L16TJNTA,16.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L16TJNTB,16.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L17TJNTA,17.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L17TJNTB,17.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L17TJNTC,17.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L18PJNTA,18.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L18PJNTB,18.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L18PJNTC,18.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L18PJNTD,18.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L18PJNTE,18.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19PJNTA,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19PJNTB,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19PJNTC,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19PJNTD,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19PJNTE,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19TJNTA,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19TJNTB,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L19TJNTC,19.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTA,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTB,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTC,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTD,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTE,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L21TJNTF,21.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L22TJNTA,22.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L22TJNTB,22.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,20L22TJNTC,22.12.2020,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTA,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTB,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTC,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTD,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTE,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A08TJNTF,08.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTA,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTB,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTC,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTD,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTE,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTF,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A09TJNTG,09.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTA,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTB,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTC,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTD,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTE,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTF,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTG,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A11TJNTH,11.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTA,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTB,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTC,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTD,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTE,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
P109,I93,920100057,JUREL TROZ NAT TALL NECK,21A12TJNTF,12.01.2021,0,UN,2700,24,0,0.0,0.0,0,0.0
